SUBMIT$7320461393185366016$NJ4GNBSAX0000693$REALTIME$TIME:20250509092725,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:0.00,4033:0,2204:3.7,2603:28.7015220,2602:113.0613520,3012:220,3013:83,3014:20250509092721,3015:19,3016:12,4014:0,2601:0,3019:0,4040:0,4041:0,4043:0,4044:1
SUBMIT$7320461812729020416$NJ4GNBSAX0000693$REALTIME$TIME:20250509092905,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:0.97,4033:1,4040:0,4041:0,4043:0,4044:1,2204:8.9,2603:28.7007440,2602:113.0595400,3012:245,3013:85,3014:20250509092856,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320461812733214720$NJ4GNBSAX0000693$REALTIME$TIME:20250509092905,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:0.97,4033:1,4040:0,4041:0,4043:0,4044:1,2204:9,2603:28.7007340,2602:113.0595170,3012:244,3013:84,3014:20250509092857,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320461812737409024$NJ4GNBSAX0000693$REALTIME$TIME:20250509092905,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:0.97,4033:1,4040:0,4041:0,4043:0,4044:1,2204:8.9,2603:28.7007240,2602:113.0594940,3012:243,3013:84,3014:20250509092858,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320461812741603328$NJ4GNBSAX0000693$REALTIME$TIME:20250509092905,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:0.97,4033:1,4040:0,4041:0,4043:0,4044:1,2204:9.1,2603:28.7007130,2602:113.0594710,3012:243,3013:84,3014:20250509092859,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320461812745797632$NJ4GNBSAX0000693$REALTIME$TIME:20250509092905,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:0.97,4033:1,4040:0,4041:0,4043:0,4044:1,2204:8.9,2603:28.7007030,2602:113.0594490,3012:242,3013:84,3014:20250509092900,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320461857343840256$NJ4GNBSAX0000693$REALTIME$TIME:20250509092915,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.09,4033:1,4040:0,4041:0,4043:0,4044:1,2204:9,2603:28.7006920,2602:113.0594260,3012:241,3013:84,3014:20250509092901,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320461857348034560$NJ4GNBSAX0000693$REALTIME$TIME:20250509092915,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.09,4033:1,4040:0,4041:0,4043:0,4044:1,2204:8.9,2603:28.7006810,2602:113.0594040,3012:240,3013:84,3014:20250509092902,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320461857356423168$NJ4GNBSAX0000693$REALTIME$TIME:20250509092915,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.09,4033:1,4040:0,4041:0,4043:0,4044:1,2204:9.3,2603:28.7006410,2602:113.0593400,3012:232,3013:84,3014:20250509092905,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320461857360617472$NJ4GNBSAX0000693$REALTIME$TIME:20250509092915,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.09,4033:1,4040:0,4041:0,4043:0,4044:1,2204:9.1,2603:28.7006270,2602:113.0593200,3012:231,3013:84,3014:20250509092906,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320461857369006080$NJ4GNBSAX0000693$REALTIME$TIME:20250509092915,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.09,4033:1,4040:0,4041:0,4043:0,4044:1,2204:9.2,2603:28.7005970,2602:113.0592800,3012:229,3013:84,3014:20250509092908,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320461857373200384$NJ4GNBSAX0000693$REALTIME$TIME:20250509092915,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.09,4033:1,4040:0,4041:0,4043:0,4044:1,2204:9,2603:28.7005820,2602:113.0592610,3012:227,3013:83,3014:20250509092909,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320461857377394688$NJ4GNBSAX0000693$REALTIME$TIME:20250509092915,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.09,4033:1,4040:0,4041:0,4043:0,4044:1,2204:8.8,2603:28.7005520,2602:113.0592230,3012:228,3013:83,3014:20250509092911,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320461857381588992$NJ4GNBSAX0000693$REALTIME$TIME:20250509092915,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.09,4033:1,4040:0,4041:0,4043:0,4044:1,2204:8.9,2603:28.7005380,2602:113.0592040,3012:228,3013:83,3014:20250509092912,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320461923441876992$NJ4GNBSAX0000693$REALTIME$TIME:20250509092931,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.20,4033:2,4040:0,4041:0,4043:0,4044:1,2204:8.9,2603:28.7005230,2602:113.0591850,3012:229,3013:83,3014:20250509092913,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320461923446071296$NJ4GNBSAX0000693$REALTIME$TIME:20250509092931,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.20,4033:2,4040:0,4041:0,4043:0,4044:1,2204:8.6,2603:28.7005100,2602:113.0591650,3012:231,3013:83,3014:20250509092914,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320461923450265600$NJ4GNBSAX0000693$REALTIME$TIME:20250509092931,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.20,4033:2,4040:0,4041:0,4043:0,4044:1,2204:9,2603:28.7004950,2602:113.0591450,3012:231,3013:83,3014:20250509092915,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320461923454459904$NJ4GNBSAX0000693$REALTIME$TIME:20250509092931,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.20,4033:2,4040:0,4041:0,4043:0,4044:1,2204:8.9,2603:28.7004810,2602:113.0591260,3012:229,3013:83,3014:20250509092916,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320461923458654208$NJ4GNBSAX0000693$REALTIME$TIME:20250509092931,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.20,4033:2,4040:0,4041:0,4043:0,4044:1,2204:9.2,2603:28.7004640,2602:113.0591080,3012:224,3013:83,3014:20250509092917,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320461923462848512$NJ4GNBSAX0000693$REALTIME$TIME:20250509092931,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.20,4033:2,4040:0,4041:0,4043:0,4044:1,2204:8.9,2603:28.7004470,2602:113.0590910,3012:222,3013:83,3014:20250509092918,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320461923467042816$NJ4GNBSAX0000693$REALTIME$TIME:20250509092931,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.20,4033:2,4040:0,4041:0,4043:0,4044:1,2204:9,2603:28.7004300,2602:113.0590730,3012:223,3013:83,3014:20250509092919,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320461923471237120$NJ4GNBSAX0000693$REALTIME$TIME:20250509092931,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.20,4033:2,4040:0,4041:0,4043:0,4044:1,2204:9,2603:28.7004150,2602:113.0590540,3012:225,3013:83,3014:20250509092920,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320461923475431424$NJ4GNBSAX0000693$REALTIME$TIME:20250509092931,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.20,4033:2,4040:0,4041:0,4043:0,4044:1,2204:9.1,2603:28.7003990,2602:113.0590360,3012:225,3013:83,3014:20250509092921,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320461923479625728$NJ4GNBSAX0000693$REALTIME$TIME:20250509092931,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.20,4033:2,4040:0,4041:0,4043:0,4044:1,2204:9.1,2603:28.7003820,2602:113.0590170,3012:224,3013:83,3014:20250509092922,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320461945617137664$NJ4GNBSAX0000693$REALTIME$TIME:20250509092937,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.29,4033:2,4040:0,4041:0,4043:0,4044:1,2204:8.2,2603:28.7003670,2602:113.0590010,3012:224,3013:82,3014:20250509092923,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320461901514035200$NJ4GNBSAX0000693$REALTIME$TIME:20250509092926,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.23,4033:2,2204:7.3,2603:28.7003540,2602:113.0589860,3012:225,3013:82,3014:20250509092924,3015:20,3016:11,4014:0,2601:0,3019:0,4040:0,4041:0,4043:0,4044:1
SUBMIT$7320461945621331968$NJ4GNBSAX0000693$REALTIME$TIME:20250509092937,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.29,4033:2,4040:0,4041:0,4043:0,4044:1,2204:8.5,2603:28.7003300,2602:113.0589490,3012:234,3013:82,3014:20250509092926,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320461945625526272$NJ4GNBSAX0000693$REALTIME$TIME:20250509092937,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.29,4033:2,4040:0,4041:0,4043:0,4044:1,2204:8,2603:28.7003180,2602:113.0589310,3012:233,3013:82,3014:20250509092927,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320461945629720576$NJ4GNBSAX0000693$REALTIME$TIME:20250509092937,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.29,4033:2,4040:0,4041:0,4043:0,4044:1,2204:6.4,2603:28.7003090,2602:113.0589160,3012:234,3013:82,3014:20250509092928,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320461945638109184$NJ4GNBSAX0000693$REALTIME$TIME:20250509092937,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.29,4033:2,4040:0,4041:0,4043:0,4044:1,2204:6,2603:28.7003010,2602:113.0589010,3012:236,3013:82,3014:20250509092929,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320461945642303488$NJ4GNBSAX0000693$REALTIME$TIME:20250509092937,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.29,4033:2,4040:0,4041:0,4043:0,4044:1,2204:2.9,2603:28.7002880,2602:113.0588820,3012:233,3013:82,3014:20250509092931,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320461945646497792$NJ4GNBSAX0000693$REALTIME$TIME:20250509092937,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.29,4033:2,4040:0,4041:0,4043:0,4044:1,2204:0.1,2603:28.7002880,2602:113.0588810,3012:0,3013:82,3014:20250509092932,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320461989934161920$NJ4GNBSAX0000693$REALTIME$TIME:20250509092947,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.29,4033:2,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.7002870,2602:113.0588810,3012:0,3013:82,3014:20250509092933,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320461989938356224$NJ4GNBSAX0000693$REALTIME$TIME:20250509092947,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.29,4033:2,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.7002870,2602:113.0588810,3012:0,3013:82,3014:20250509092934,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320461989942550528$NJ4GNBSAX0000693$REALTIME$TIME:20250509092947,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.29,4033:2,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.7002870,2602:113.0588810,3012:0,3013:82,3014:20250509092935,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320461989946744832$NJ4GNBSAX0000693$REALTIME$TIME:20250509092947,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.29,4033:2,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.7002870,2602:113.0588820,3012:0,3013:82,3014:20250509092937,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320461989955133440$NJ4GNBSAX0000693$REALTIME$TIME:20250509092947,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.29,4033:2,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.7002870,2602:113.0588820,3012:0,3013:82,3014:20250509092938,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320461989959327744$NJ4GNBSAX0000693$REALTIME$TIME:20250509092947,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.29,4033:2,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.7002870,2602:113.0588820,3012:0,3013:82,3014:20250509092939,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320461989967716352$NJ4GNBSAX0000693$REALTIME$TIME:20250509092947,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.29,4033:2,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.7002870,2602:113.0588820,3012:0,3013:81,3014:20250509092941,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320462034028883968$NJ4GNBSAX0000693$REALTIME$TIME:20250509092958,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.29,4033:2,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.7002860,2602:113.0588820,3012:0,3013:81,3014:20250509092943,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320462034037272576$NJ4GNBSAX0000693$REALTIME$TIME:20250509092958,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.29,4033:2,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.7002860,2602:113.0588820,3012:0,3013:81,3014:20250509092944,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320462034041466880$NJ4GNBSAX0000693$REALTIME$TIME:20250509092958,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.29,4033:2,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.7002860,2602:113.0588820,3012:0,3013:81,3014:20250509092946,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320462034045661184$NJ4GNBSAX0000693$REALTIME$TIME:20250509092958,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.29,4033:2,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.7002850,2602:113.0588820,3012:0,3013:81,3014:20250509092947,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320462034049855488$NJ4GNBSAX0000693$REALTIME$TIME:20250509092958,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.29,4033:2,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.7002850,2602:113.0588820,3012:0,3013:81,3014:20250509092948,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320462034054049792$NJ4GNBSAX0000693$REALTIME$TIME:20250509092958,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.29,4033:2,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.7002850,2602:113.0588820,3012:0,3013:81,3014:20250509092949,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320462034058244096$NJ4GNBSAX0000693$REALTIME$TIME:20250509092958,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.29,4033:2,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.7002850,2602:113.0588830,3012:0,3013:81,3014:20250509092950,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320462055948324864$NJ4GNBSAX0000693$REALTIME$TIME:20250509093003,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.29,4033:2,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.7002850,2602:113.0588830,3012:0,3013:81,3014:20250509092951,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320462055956713472$NJ4GNBSAX0000693$REALTIME$TIME:20250509093003,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.29,4033:2,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.7002840,2602:113.0588830,3012:0,3013:82,3014:20250509092954,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320462055960907776$NJ4GNBSAX0000693$REALTIME$TIME:20250509093003,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.29,4033:2,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.7002840,2602:113.0588840,3012:0,3013:82,3014:20250509092956,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320462055965102080$NJ4GNBSAX0000693$REALTIME$TIME:20250509093003,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.29,4033:2,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.7002840,2602:113.0588840,3012:0,3013:82,3014:20250509092957,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320462055973490688$NJ4GNBSAX0000693$REALTIME$TIME:20250509093003,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.29,4033:2,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.7002840,2602:113.0588840,3012:0,3013:82,3014:20250509092958,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320462055977684992$NJ4GNBSAX0000693$REALTIME$TIME:20250509093003,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.29,4033:2,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.7002840,2602:113.0588840,3012:0,3013:82,3014:20250509093000,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320462055981879296$NJ4GNBSAX0000693$REALTIME$TIME:20250509093003,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.29,4033:2,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.7002840,2602:113.0588840,3012:0,3013:82,3014:20250509093001,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320462055986073600$NJ4GNBSAX0000693$REALTIME$TIME:20250509093003,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.29,4033:2,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.7002840,2602:113.0588840,3012:0,3013:82,3014:20250509093002,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320462099829108736$NJ4GNBSAX0000693$REALTIME$TIME:20250509093013,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.29,4033:2,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.7002840,2602:113.0588850,3012:0,3013:82,3014:20250509093003,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320462099833303040$NJ4GNBSAX0000693$REALTIME$TIME:20250509093013,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.29,4033:2,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.7002830,2602:113.0588850,3012:0,3013:82,3014:20250509093005,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320462099841691648$NJ4GNBSAX0000693$REALTIME$TIME:20250509093013,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.29,4033:2,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.7002830,2602:113.0588850,3012:0,3013:82,3014:20250509093006,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320462099845885952$NJ4GNBSAX0000693$REALTIME$TIME:20250509093013,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.29,4033:2,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.7002830,2602:113.0588850,3012:0,3013:82,3014:20250509093007,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320462099850080256$NJ4GNBSAX0000693$REALTIME$TIME:20250509093013,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.29,4033:2,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.7002830,2602:113.0588850,3012:0,3013:82,3014:20250509093008,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320462099854274560$NJ4GNBSAX0000693$REALTIME$TIME:20250509093013,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.29,4033:2,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.7002830,2602:113.0588850,3012:0,3013:82,3014:20250509093009,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320462099858468864$NJ4GNBSAX0000693$REALTIME$TIME:20250509093013,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.29,4033:2,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.7002830,2602:113.0588850,3012:0,3013:82,3014:20250509093010,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320462099862663168$NJ4GNBSAX0000693$REALTIME$TIME:20250509093013,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.29,4033:2,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.7002830,2602:113.0588850,3012:0,3013:82,3014:20250509093011,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320462143894487040$NJ4GNBSAX0000693$REALTIME$TIME:20250509093024,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.36,4033:3,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.7002830,2602:113.0588850,3012:0,3013:82,3014:20250509093012,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320462143898681344$NJ4GNBSAX0000693$REALTIME$TIME:20250509093024,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.36,4033:3,4040:0,4041:0,4043:0,4044:1,2204:0.9,2603:28.7002810,2602:113.0588830,3012:0,3013:82,3014:20250509093013,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320462143902875648$NJ4GNBSAX0000693$REALTIME$TIME:20250509093024,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.36,4033:3,4040:0,4041:0,4043:0,4044:1,2204:1.9,2603:28.7002780,2602:113.0588790,3012:0,3013:82,3014:20250509093014,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320462143907069952$NJ4GNBSAX0000693$REALTIME$TIME:20250509093024,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.36,4033:3,4040:0,4041:0,4043:0,4044:1,2204:4.4,2603:28.7002700,2602:113.0588690,3012:0,3013:82,3014:20250509093015,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320462143911264256$NJ4GNBSAX0000693$REALTIME$TIME:20250509093024,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.36,4033:3,4040:0,4041:0,4043:0,4044:1,2204:6,2603:28.7002610,2602:113.0588560,3012:0,3013:82,3014:20250509093016,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320462143915458560$NJ4GNBSAX0000693$REALTIME$TIME:20250509093024,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.36,4033:3,4040:0,4041:0,4043:0,4044:1,2204:7.8,2603:28.7002490,2602:113.0588380,3012:233,3013:82,3014:20250509093017,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320462143919652864$NJ4GNBSAX0000693$REALTIME$TIME:20250509093024,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.36,4033:3,4040:0,4041:0,4043:0,4044:1,2204:8,2603:28.7002380,2602:113.0588190,3012:235,3013:82,3014:20250509093018,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320462143923847168$NJ4GNBSAX0000693$REALTIME$TIME:20250509093024,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.36,4033:3,4040:0,4041:0,4043:0,4044:1,2204:8.4,2603:28.7002260,2602:113.0587990,3012:236,3013:82,3014:20250509093019,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320462143932235776$NJ4GNBSAX0000693$REALTIME$TIME:20250509093024,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.36,4033:3,4040:0,4041:0,4043:0,4044:1,2204:8.5,2603:28.7002030,2602:113.0587580,3012:236,3013:82,3014:20250509093021,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320462188052099072$NJ4GNBSAX0000693$REALTIME$TIME:20250509093034,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.46,4033:3,4040:0,4041:0,4043:0,4044:1,2204:8.4,2603:28.7001910,2602:113.0587380,3012:236,3013:82,3014:20250509093022,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320462188056293376$NJ4GNBSAX0000693$REALTIME$TIME:20250509093034,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.46,4033:3,4040:0,4041:0,4043:0,4044:1,2204:8.7,2603:28.7001780,2602:113.0587180,3012:233,3013:82,3014:20250509093023,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320462188060487680$NJ4GNBSAX0000693$REALTIME$TIME:20250509093034,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.46,4033:3,4040:0,4041:0,4043:0,4044:1,2204:8.6,2603:28.7001640,2602:113.0586990,3012:230,3013:82,3014:20250509093024,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320462165918765056$NJ4GNBSAX0000693$REALTIME$TIME:20250509093029,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.39,4033:3,2204:8.5,2603:28.7001500,2602:113.0586800,3012:230,3013:82,3014:20250509093025,3015:20,3016:11,4014:0,2601:0,3019:0,4040:0,4041:0,4043:0,4044:1
SUBMIT$7320462188064681984$NJ4GNBSAX0000693$REALTIME$TIME:20250509093034,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.46,4033:3,4040:0,4041:0,4043:0,4044:1,2204:8.5,2603:28.7001360,2602:113.0586620,3012:227,3013:82,3014:20250509093026,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320462188068876288$NJ4GNBSAX0000693$REALTIME$TIME:20250509093034,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.46,4033:3,4040:0,4041:0,4043:0,4044:1,2204:8.5,2603:28.7001210,2602:113.0586440,3012:225,3013:82,3014:20250509093027,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320462188073070592$NJ4GNBSAX0000693$REALTIME$TIME:20250509093034,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.46,4033:3,4040:0,4041:0,4043:0,4044:1,2204:8.3,2603:28.7001060,2602:113.0586270,3012:226,3013:82,3014:20250509093028,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320462188077264896$NJ4GNBSAX0000693$REALTIME$TIME:20250509093034,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.46,4033:3,4040:0,4041:0,4043:0,4044:1,2204:8.1,2603:28.7000940,2602:113.0586090,3012:230,3013:82,3014:20250509093029,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320462188081459200$NJ4GNBSAX0000693$REALTIME$TIME:20250509093034,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.46,4033:3,4040:0,4041:0,4043:0,4044:1,2204:8.5,2603:28.7000800,2602:113.0585900,3012:230,3013:82,3014:20250509093030,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320462188085653504$NJ4GNBSAX0000693$REALTIME$TIME:20250509093034,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.46,4033:3,4040:0,4041:0,4043:0,4044:1,2204:8.5,2603:28.7000650,2602:113.0585730,3012:225,3013:82,3014:20250509093031,3015:20,3016:11,4014:0,2601:0,3019:0
