SUBMIT$7353043851214733312$EC73BD2504030074$REALTIME$TIME:20250807071828,gw:farm,3004:55,4042:1,4030:1,4031:0,4032:0.00,4033:0,2603:0.00000000,2602:0.00000000,2204:0,3012:0,3013:0,3014:20250807071828,3015:0,3016:56,4014:99,4430:0,2601:1,3019:0,4403:1,4404:0,4040:0,4041:0,4043:0,4044:1
SUBMIT$7353044225988386816$EC73BD2504030074$REALTIME$TIME:20250807071958,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.17,4033:1,4040:0,4041:0,4043:0,4044:1,2204:6.6,2603:29.10741256,2602:118.95736601,3012:322,3013:90,3014:20250807071952,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044225992581120$EC73BD2504030074$REALTIME$TIME:20250807071958,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.17,4033:1,4040:0,4041:0,4043:0,4044:1,2204:6.2,2603:29.10742558,2602:118.95735536,3012:326,3013:90,3014:20250807071953,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044225996775424$EC73BD2504030074$REALTIME$TIME:20250807071958,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.17,4033:1,4040:0,4041:0,4043:0,4044:1,2204:5.4,2603:29.10743618,2602:118.95734643,3012:316,3013:90,3014:20250807071954,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044226000969728$EC73BD2504030074$REALTIME$TIME:20250807071958,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.17,4033:1,4040:0,4041:0,4043:0,4044:1,2204:4.3,2603:29.10744580,2602:118.95733811,3012:323,3013:90,3014:20250807071955,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044226005164032$EC73BD2504030074$REALTIME$TIME:20250807071958,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.17,4033:1,4040:0,4041:0,4043:0,4044:1,2204:4,2603:29.10745405,2602:118.95733108,3012:322,3013:90,3014:20250807071956,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044226009358336$EC73BD2504030074$REALTIME$TIME:20250807071958,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.17,4033:1,4040:0,4041:0,4043:0,4044:1,2204:3.7,2603:29.10746171,2602:118.95732503,3012:323,3013:90,3014:20250807071957,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044268187283456$EC73BD2504030074$REALTIME$TIME:20250807072008,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.26,4033:1,4040:0,4041:0,4043:0,4044:1,2204:2.3,2603:29.10746586,2602:118.95732140,3012:325,3013:90,3014:20250807071958,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044268191477760$EC73BD2504030074$REALTIME$TIME:20250807072008,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.26,4033:1,4040:0,4041:0,4043:0,4044:1,2204:1.9,2603:29.10746976,2602:118.95731825,3012:322,3013:90,3014:20250807071959,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044268195672064$EC73BD2504030074$REALTIME$TIME:20250807072008,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.26,4033:1,4040:0,4041:0,4043:0,4044:1,2204:1.9,2603:29.10747356,2602:118.95731488,3012:323,3013:90,3014:20250807072000,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044268199866368$EC73BD2504030074$REALTIME$TIME:20250807072008,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.26,4033:1,4040:0,4041:0,4043:0,4044:1,2204:2,2603:29.10747778,2602:118.95731111,3012:324,3013:90,3014:20250807072001,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044268204060672$EC73BD2504030074$REALTIME$TIME:20250807072008,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.26,4033:1,4040:0,4041:0,4043:0,4044:1,2204:7.8,2603:29.10749060,2602:118.95730036,3012:319,3013:90,3014:20250807072002,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044268208254976$EC73BD2504030074$REALTIME$TIME:20250807072008,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.26,4033:1,4040:0,4041:0,4043:0,4044:1,2204:11.4,2603:29.10751070,2602:118.95728305,3012:326,3013:90,3014:20250807072003,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044268212449280$EC73BD2504030074$REALTIME$TIME:20250807072008,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.26,4033:1,4040:0,4041:0,4043:0,4044:1,2204:10.5,2603:29.10753280,2602:118.95726461,3012:324,3013:90,3014:20250807072004,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044268216643584$EC73BD2504030074$REALTIME$TIME:20250807072008,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.26,4033:1,4040:0,4041:0,4043:0,4044:1,2204:10.8,2603:29.10755461,2602:118.95724645,3012:327,3013:90,3014:20250807072005,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044268220837888$EC73BD2504030074$REALTIME$TIME:20250807072008,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.26,4033:1,4040:0,4041:0,4043:0,4044:1,2204:10.9,2603:29.10757591,2602:118.95722800,3012:325,3013:90,3014:20250807072006,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044268225032192$EC73BD2504030074$REALTIME$TIME:20250807072008,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.26,4033:1,4040:0,4041:0,4043:0,4044:1,2204:10.6,2603:29.10759743,2602:118.95720950,3012:321,3013:90,3014:20250807072007,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044310277115904$EC73BD2504030074$REALTIME$TIME:20250807072018,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.40,4033:1,4040:0,4041:0,4043:0,4044:1,2204:10.8,2603:29.10761916,2602:118.95719103,3012:323,3013:90,3014:20250807072008,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044310281310208$EC73BD2504030074$REALTIME$TIME:20250807072018,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.40,4033:1,4040:0,4041:0,4043:0,4044:1,2204:10.4,2603:29.10764098,2602:118.95717290,3012:320,3013:90,3014:20250807072009,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044310285504512$EC73BD2504030074$REALTIME$TIME:20250807072018,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.40,4033:1,4040:0,4041:0,4043:0,4044:1,2204:10.6,2603:29.10766325,2602:118.95715503,3012:323,3013:90,3014:20250807072010,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044310289698816$EC73BD2504030074$REALTIME$TIME:20250807072018,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.40,4033:1,4040:0,4041:0,4043:0,4044:1,2204:11.9,2603:29.10768518,2602:118.95713686,3012:319,3013:90,3014:20250807072011,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044310293893120$EC73BD2504030074$REALTIME$TIME:20250807072018,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.40,4033:1,4040:0,4041:0,4043:0,4044:1,2204:11.5,2603:29.10770716,2602:118.95711868,3012:324,3013:90,3014:20250807072012,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044310298087424$EC73BD2504030074$REALTIME$TIME:20250807072018,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.40,4033:1,4040:0,4041:0,4043:0,4044:1,2204:11.2,2603:29.10772888,2602:118.95710081,3012:328,3013:90,3014:20250807072013,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044310302281728$EC73BD2504030074$REALTIME$TIME:20250807072018,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.40,4033:1,4040:0,4041:0,4043:0,4044:1,2204:10.7,2603:29.10775056,2602:118.95708300,3012:327,3013:90,3014:20250807072014,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044310306476032$EC73BD2504030074$REALTIME$TIME:20250807072018,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.40,4033:1,4040:0,4041:0,4043:0,4044:1,2204:11.2,2603:29.10777225,2602:118.95706516,3012:327,3013:90,3014:20250807072015,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044310310670336$EC73BD2504030074$REALTIME$TIME:20250807072018,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.40,4033:1,4040:0,4041:0,4043:0,4044:1,2204:11.2,2603:29.10779415,2602:118.95704733,3012:328,3013:90,3014:20250807072016,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044310314864640$EC73BD2504030074$REALTIME$TIME:20250807072018,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.40,4033:1,4040:0,4041:0,4043:0,4044:1,2204:10.5,2603:29.10781606,2602:118.95702933,3012:323,3013:90,3014:20250807072017,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044352450863104$EC73BD2504030074$REALTIME$TIME:20250807072028,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.54,4033:1,4040:0,4041:0,4043:0,4044:1,2204:10.7,2603:29.10783786,2602:118.95701118,3012:324,3013:90,3014:20250807072018,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044352455057408$EC73BD2504030074$REALTIME$TIME:20250807072028,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.54,4033:1,4040:0,4041:0,4043:0,4044:1,2204:11.4,2603:29.10785958,2602:118.95699298,3012:331,3013:90,3014:20250807072019,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044352459251712$EC73BD2504030074$REALTIME$TIME:20250807072028,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.54,4033:1,4040:0,4041:0,4043:0,4044:1,2204:10.3,2603:29.10788128,2602:118.95697523,3012:326,3013:90,3014:20250807072020,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044352463446016$EC73BD2504030074$REALTIME$TIME:20250807072028,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.54,4033:1,4040:0,4041:0,4043:0,4044:1,2204:10.9,2603:29.10790268,2602:118.95695705,3012:325,3013:90,3014:20250807072021,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044352467640320$EC73BD2504030074$REALTIME$TIME:20250807072028,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.54,4033:1,4040:0,4041:0,4043:0,4044:1,2204:10,2603:29.10792395,2602:118.95693913,3012:325,3013:91,3014:20250807072022,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044352471834624$EC73BD2504030074$REALTIME$TIME:20250807072028,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.54,4033:1,4040:0,4041:0,4043:0,4044:1,2204:11,2603:29.10794550,2602:118.95692121,3012:328,3013:91,3014:20250807072023,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044352476028928$EC73BD2504030074$REALTIME$TIME:20250807072028,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.54,4033:1,4040:0,4041:0,4043:0,4044:1,2204:10.3,2603:29.10796675,2602:118.95690336,3012:324,3013:91,3014:20250807072024,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044352480223232$EC73BD2504030074$REALTIME$TIME:20250807072028,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.54,4033:1,4040:0,4041:0,4043:0,4044:1,2204:11.4,2603:29.10798805,2602:118.95688541,3012:328,3013:91,3014:20250807072025,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044352484417536$EC73BD2504030074$REALTIME$TIME:20250807072028,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.54,4033:1,4040:0,4041:0,4043:0,4044:1,2204:11.3,2603:29.10800908,2602:118.95686766,3012:330,3013:91,3014:20250807072026,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044352488611840$EC73BD2504030074$REALTIME$TIME:20250807072028,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.54,4033:1,4040:0,4041:0,4043:0,4044:1,2204:9.3,2603:29.10802825,2602:118.95685175,3012:322,3013:91,3014:20250807072027,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044394624577536$EC73BD2504030074$REALTIME$TIME:20250807072038,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.61,4033:2,4040:0,4041:0,4043:0,4044:1,2204:8.5,2603:29.10804640,2602:118.95683741,3012:330,3013:91,3014:20250807072028,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044394632966144$EC73BD2504030074$REALTIME$TIME:20250807072038,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.61,4033:2,4040:0,4041:0,4043:0,4044:1,2204:6.8,2603:29.10807766,2602:118.95681243,3012:315,3013:91,3014:20250807072030,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044394637160448$EC73BD2504030074$REALTIME$TIME:20250807072038,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.61,4033:2,4040:0,4041:0,4043:0,4044:1,2204:5,2603:29.10809901,2602:118.95679026,3012:306,3013:91,3014:20250807072032,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044394641354752$EC73BD2504030074$REALTIME$TIME:20250807072038,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.61,4033:2,4040:0,4041:0,4043:0,4044:1,2204:4.6,2603:29.10810631,2602:118.95678080,3012:315,3013:91,3014:20250807072033,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044394645549056$EC73BD2504030074$REALTIME$TIME:20250807072038,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.61,4033:2,4040:0,4041:0,4043:0,4044:1,2204:0.4,2603:29.10810973,2602:118.95677553,3012:234,3013:91,3014:20250807072034,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044394649743360$EC73BD2504030074$REALTIME$TIME:20250807072038,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.61,4033:2,4040:0,4041:0,4043:0,4044:1,2204:1.2,2603:29.10811101,2602:118.95677175,3012:281,3013:91,3014:20250807072035,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044394653937664$EC73BD2504030074$REALTIME$TIME:20250807072038,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.61,4033:2,4040:0,4041:0,4043:0,4044:1,2204:2.5,2603:29.10811103,2602:118.95676493,3012:266,3013:91,3014:20250807072036,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044394658131968$EC73BD2504030074$REALTIME$TIME:20250807072038,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.61,4033:2,4040:0,4041:0,4043:0,4044:1,2204:2.9,2603:29.10810906,2602:118.95675678,3012:252,3013:90,3014:20250807072037,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044394662326272$EC73BD2504030074$REALTIME$TIME:20250807072038,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.61,4033:2,4040:0,4041:0,4043:0,4044:1,2204:2.8,2603:29.10810441,2602:118.95674908,3012:237,3013:90,3014:20250807072038,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044436840251392$EC73BD2504030074$REALTIME$TIME:20250807072048,gw:farm,3004:55,4042:1,4030:1,4031:1,4032:0.63,4033:2,4040:0,4041:0,4043:0,4044:1,2204:2.9,2603:29.10809875,2602:118.95674278,3012:224,3013:90,3014:20250807072039,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044436844445696$EC73BD2504030074$REALTIME$TIME:20250807072048,gw:farm,3004:55,4042:1,4030:1,4031:1,4032:0.63,4033:2,4040:0,4041:0,4043:0,4044:1,2204:1.8,2603:29.10809431,2602:118.95673983,3012:216,3013:90,3014:20250807072040,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044436848640000$EC73BD2504030074$REALTIME$TIME:20250807072048,gw:farm,3004:55,4042:1,4030:1,4031:1,4032:0.63,4033:2,4040:0,4041:0,4043:0,4044:1,2204:1.5,2603:29.10809135,2602:118.95673843,3012:203,3013:90,3014:20250807072041,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044436852834304$EC73BD2504030074$REALTIME$TIME:20250807072048,gw:farm,3004:55,4042:1,4030:1,4031:1,4032:0.63,4033:2,4040:0,4041:0,4043:0,4044:1,2204:1.1,2603:29.10808921,2602:118.95673701,3012:202,3013:90,3014:20250807072042,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044436857028608$EC73BD2504030074$REALTIME$TIME:20250807072048,gw:farm,3004:55,4042:1,4030:1,4031:1,4032:0.63,4033:2,4040:0,4041:0,4043:0,4044:1,2204:0.5,2603:29.10808791,2602:118.95673616,3012:211,3013:90,3014:20250807072043,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044436861222912$EC73BD2504030074$REALTIME$TIME:20250807072048,gw:farm,3004:55,4042:1,4030:1,4031:1,4032:0.63,4033:2,4040:0,4041:0,4043:0,4044:1,2204:0.2,2603:29.10808671,2602:118.95673533,3012:193,3013:90,3014:20250807072044,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044436865417216$EC73BD2504030074$REALTIME$TIME:20250807072048,gw:farm,3004:55,4042:1,4030:1,4031:1,4032:0.63,4033:2,4040:0,4041:0,4043:0,4044:1,2204:0.4,2603:29.10808476,2602:118.95673388,3012:201,3013:90,3014:20250807072045,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044436869611520$EC73BD2504030074$REALTIME$TIME:20250807072048,gw:farm,3004:55,4042:1,4030:1,4031:1,4032:0.63,4033:2,4040:0,4041:0,4043:0,4044:1,2204:0.7,2603:29.10808275,2602:118.95673180,3012:210,3013:90,3014:20250807072046,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044436873805824$EC73BD2504030074$REALTIME$TIME:20250807072048,gw:farm,3004:55,4042:1,4030:1,4031:1,4032:0.63,4033:2,4040:0,4041:0,4043:0,4044:1,2204:0.2,2603:29.10808218,2602:118.95673120,3012:191,3013:90,3014:20250807072047,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044436878000128$EC73BD2504030074$REALTIME$TIME:20250807072048,gw:farm,3004:55,4042:1,4030:1,4031:1,4032:0.63,4033:2,4040:0,4041:0,4043:0,4044:1,2204:0.2,2603:29.10808115,2602:118.95673001,3012:218,3013:90,3014:20250807072048,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044478783270912$EC73BD2504030074$REALTIME$TIME:20250807072058,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.65,4033:2,4040:0,4041:0,4043:0,4044:1,2204:0.8,2603:29.10807886,2602:118.95672745,3012:226,3013:90,3014:20250807072049,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044478787465216$EC73BD2504030074$REALTIME$TIME:20250807072058,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.65,4033:2,4040:0,4041:0,4043:0,4044:1,2204:0.4,2603:29.10807723,2602:118.95672565,3012:201,3013:90,3014:20250807072050,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044478791659520$EC73BD2504030074$REALTIME$TIME:20250807072058,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.65,4033:2,4040:0,4041:0,4043:0,4044:1,2204:0.9,2603:29.10807456,2602:118.95672248,3012:217,3013:90,3014:20250807072051,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044478795853824$EC73BD2504030074$REALTIME$TIME:20250807072058,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.65,4033:2,4040:0,4041:0,4043:0,4044:1,2204:2.4,2603:29.10806971,2602:118.95671965,3012:216,3013:90,3014:20250807072052,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044478800048128$EC73BD2504030074$REALTIME$TIME:20250807072058,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.65,4033:2,4040:0,4041:0,4043:0,4044:1,2204:3,2603:29.10806266,2602:118.95671426,3012:213,3013:90,3014:20250807072053,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044478808436736$EC73BD2504030074$REALTIME$TIME:20250807072058,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.65,4033:2,4040:0,4041:0,4043:0,4044:1,2204:1.8,2603:29.10805863,2602:118.95671148,3012:210,3013:90,3014:20250807072054,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044478812631040$EC73BD2504030074$REALTIME$TIME:20250807072058,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.65,4033:2,4040:0,4041:0,4043:0,4044:1,2204:0.4,2603:29.10805770,2602:118.95671108,3012:186,3013:90,3014:20250807072056,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044478816825344$EC73BD2504030074$REALTIME$TIME:20250807072058,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.65,4033:2,4040:0,4041:0,4043:0,4044:1,2204:4.5,2603:29.10804861,2602:118.95670438,3012:219,3013:90,3014:20250807072057,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044478821019648$EC73BD2504030074$REALTIME$TIME:20250807072058,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.65,4033:2,4040:0,4041:0,4043:0,4044:1,2204:5.1,2603:29.10803875,2602:118.95669453,3012:230,3013:90,3014:20250807072058,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044521061867520$EC73BD2504030074$REALTIME$TIME:20250807072108,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.71,4033:2,4040:0,4041:0,4043:0,4044:1,2204:5.5,2603:29.10803076,2602:118.95668374,3012:240,3013:90,3014:20250807072059,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044521066061824$EC73BD2504030074$REALTIME$TIME:20250807072108,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.71,4033:2,4040:0,4041:0,4043:0,4044:1,2204:6.7,2603:29.10802293,2602:118.95666931,3012:225,3013:90,3014:20250807072100,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044521070256128$EC73BD2504030074$REALTIME$TIME:20250807072108,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.71,4033:2,4040:0,4041:0,4043:0,4044:1,2204:6.6,2603:29.10801686,2602:118.95665273,3012:244,3013:90,3014:20250807072101,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044521074450432$EC73BD2504030074$REALTIME$TIME:20250807072108,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.71,4033:2,4040:0,4041:0,4043:0,4044:1,2204:5.9,2603:29.10801136,2602:118.95663463,3012:243,3013:90,3014:20250807072102,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044521078644736$EC73BD2504030074$REALTIME$TIME:20250807072108,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.71,4033:2,4040:0,4041:0,4043:0,4044:1,2204:2.5,2603:29.10800723,2602:118.95662311,3012:242,3013:90,3014:20250807072103,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044521082839040$EC73BD2504030074$REALTIME$TIME:20250807072108,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.71,4033:2,4040:0,4041:0,4043:0,4044:1,2204:0,2603:29.10800731,2602:118.95662358,3012:261,3013:90,3014:20250807072104,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044521087033344$EC73BD2504030074$REALTIME$TIME:20250807072108,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.71,4033:2,4040:0,4041:0,4043:0,4044:1,2204:0,2603:29.10800728,2602:118.95662358,3012:67,3013:90,3014:20250807072105,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044521091227648$EC73BD2504030074$REALTIME$TIME:20250807072108,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.71,4033:2,4040:0,4041:0,4043:0,4044:1,2204:5.8,2603:29.10800348,2602:118.95661476,3012:247,3013:90,3014:20250807072106,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044521095421952$EC73BD2504030074$REALTIME$TIME:20250807072108,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.71,4033:2,4040:0,4041:0,4043:0,4044:1,2204:7.4,2603:29.10799531,2602:118.95659856,3012:238,3013:90,3014:20250807072107,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044563193659392$EC73BD2504030074$REALTIME$TIME:20250807072118,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.78,4033:2,4040:0,4041:0,4043:0,4044:1,2204:6.4,2603:29.10798558,2602:118.95658186,3012:241,3013:90,3014:20250807072108,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353044563197853696$EC73BD2504030074$REALTIME$TIME:20250807072118,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.78,4033:2,4040:0,4041:0,4043:0,4044:1,2204:6.7,2603:29.10796518,2602:118.95655173,3012:229,3013:90,3014:20250807072110,3015:21,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
