SUBMIT$7318350011618983936$NJ4GBQSAX0000687$REALTIME$TIME:20250503133732,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:0.00,4033:0,2204:10.9,2603:28.8453790,2602:113.2050090,3012:236,3013:56,3014:20250503133731,3015:12,3016:12,4014:1,2601:0,3019:0,4040:0,4041:0,4043:0,4044:1
SUBMIT$7318350399717920768$NJ4GBQSAX0000687$REALTIME$TIME:20250503133905,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:217.76,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.6,2603:28.8434610,2602:113.2032960,3012:204,3013:31,3014:20250503133859,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318350446064988160$NJ4GBQSAX0000687$REALTIME$TIME:20250503133916,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:217.90,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.5,2603:28.8434340,2602:113.2032830,3012:202,3013:31,3014:20250503133900,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318350446069182464$NJ4GBQSAX0000687$REALTIME$TIME:20250503133916,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:217.90,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.6,2603:28.8434070,2602:113.2032710,3012:201,3013:31,3014:20250503133901,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318350446073376768$NJ4GBQSAX0000687$REALTIME$TIME:20250503133916,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:217.90,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.6,2603:28.8433800,2602:113.2032580,3012:202,3013:31,3014:20250503133902,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318350446077571072$NJ4GBQSAX0000687$REALTIME$TIME:20250503133916,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:217.90,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.6,2603:28.8433530,2602:113.2032450,3012:202,3013:31,3014:20250503133903,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318350446081765376$NJ4GBQSAX0000687$REALTIME$TIME:20250503133916,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:217.90,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.5,2603:28.8433260,2602:113.2032330,3012:202,3013:31,3014:20250503133904,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318350446085959680$NJ4GBQSAX0000687$REALTIME$TIME:20250503133916,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:217.90,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.7,2603:28.8432990,2602:113.2032190,3012:203,3013:31,3014:20250503133905,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318350446094348288$NJ4GBQSAX0000687$REALTIME$TIME:20250503133916,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:217.90,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:9.1,2603:28.8432510,2602:113.2031970,3012:201,3013:31,3014:20250503133907,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318350446098542592$NJ4GBQSAX0000687$REALTIME$TIME:20250503133916,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:217.90,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:5.2,2603:28.8432390,2602:113.2031910,3012:202,3013:31,3014:20250503133908,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318350446102736896$NJ4GBQSAX0000687$REALTIME$TIME:20250503133916,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:217.90,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:5.1,2603:28.8432270,2602:113.2031860,3012:203,3013:31,3014:20250503133909,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318350468466765824$NJ4GBQSAX0000687$REALTIME$TIME:20250503133921,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:217.98,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:5.1,2603:28.8432040,2602:113.2031730,3012:205,3013:31,3014:20250503133911,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318350468470960128$NJ4GBQSAX0000687$REALTIME$TIME:20250503133921,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:217.98,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:5,2603:28.8431930,2602:113.2031670,3012:205,3013:30,3014:20250503133912,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318350468475154432$NJ4GBQSAX0000687$REALTIME$TIME:20250503133921,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:217.98,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:5.2,2603:28.8431810,2602:113.2031610,3012:204,3013:30,3014:20250503133913,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318350468479348736$NJ4GBQSAX0000687$REALTIME$TIME:20250503133921,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:217.98,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:5.3,2603:28.8431690,2602:113.2031550,3012:204,3013:30,3014:20250503133914,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318350468483543040$NJ4GBQSAX0000687$REALTIME$TIME:20250503133921,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:217.98,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:5.2,2603:28.8431570,2602:113.2031490,3012:203,3013:30,3014:20250503133915,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318350468487737344$NJ4GBQSAX0000687$REALTIME$TIME:20250503133921,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:217.98,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:5.6,2603:28.8431430,2602:113.2031430,3012:202,3013:30,3014:20250503133916,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318350468491931648$NJ4GBQSAX0000687$REALTIME$TIME:20250503133921,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:217.98,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:6.2,2603:28.8431290,2602:113.2031360,3012:201,3013:30,3014:20250503133917,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318350468496125952$NJ4GBQSAX0000687$REALTIME$TIME:20250503133921,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:217.98,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:6.4,2603:28.8431140,2602:113.2031290,3012:201,3013:30,3014:20250503133918,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318350468500320256$NJ4GBQSAX0000687$REALTIME$TIME:20250503133921,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:217.98,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:6.5,2603:28.8430990,2602:113.2031230,3012:201,3013:30,3014:20250503133919,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318350781160517632$NJ4GBQSAX0000687$REALTIME$TIME:20250503134036,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:0.00,4033:0,2204:11.5,2603:28.8416530,2602:113.2024430,3012:205,3013:26,3014:20250503134030,3015:9,3016:10,4014:0,2601:0,3019:0,4040:0,4041:0,4043:0,4044:1
SUBMIT$7318350802765365248$NJ4GBQSAX0000687$REALTIME$TIME:20250503134041,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:218.15,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.4,2603:28.8416270,2602:113.2024310,3012:202,3013:26,3014:20250503134031,3015:9,3016:10,4014:0,2601:0,3019:0
SUBMIT$7318350802769559552$NJ4GBQSAX0000687$REALTIME$TIME:20250503134041,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:218.15,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.5,2603:28.8416010,2602:113.2024170,3012:204,3013:26,3014:20250503134032,3015:9,3016:10,4014:0,2601:0,3019:0
SUBMIT$7318350802773753856$NJ4GBQSAX0000687$REALTIME$TIME:20250503134041,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:218.15,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.4,2603:28.8415750,2602:113.2024040,3012:203,3013:26,3014:20250503134033,3015:11,3016:10,4014:0,2601:0,3019:0
SUBMIT$7318350802782142464$NJ4GBQSAX0000687$REALTIME$TIME:20250503134041,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:218.15,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.3,2603:28.8415480,2602:113.2023910,3012:202,3013:26,3014:20250503134034,3015:11,3016:10,4014:0,2601:0,3019:0
SUBMIT$7318350802786336768$NJ4GBQSAX0000687$REALTIME$TIME:20250503134041,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:218.15,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.4,2603:28.8414950,2602:113.2023660,3012:201,3013:27,3014:20250503134036,3015:12,3016:10,4014:0,2601:0,3019:0
SUBMIT$7318350802790531072$NJ4GBQSAX0000687$REALTIME$TIME:20250503134041,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:218.15,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.5,2603:28.8414680,2602:113.2023540,3012:201,3013:27,3014:20250503134037,3015:12,3016:10,4014:0,2601:0,3019:0
SUBMIT$7318350802794725376$NJ4GBQSAX0000687$REALTIME$TIME:20250503134041,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:218.15,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.5,2603:28.8414410,2602:113.2023410,3012:202,3013:27,3014:20250503134038,3015:12,3016:10,4014:0,2601:0,3019:0
SUBMIT$7318350802798919680$NJ4GBQSAX0000687$REALTIME$TIME:20250503134041,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:218.15,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.4,2603:28.8414150,2602:113.2023290,3012:201,3013:27,3014:20250503134039,3015:13,3016:10,4014:0,2601:0,3019:0
SUBMIT$7318350845383700480$NJ4GBQSAX0000687$REALTIME$TIME:20250503134051,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:218.31,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.4,2603:28.8413880,2602:113.2023170,3012:201,3013:27,3014:20250503134040,3015:13,3016:10,4014:0,2601:0,3019:0
SUBMIT$7318350845387894784$NJ4GBQSAX0000687$REALTIME$TIME:20250503134051,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:218.31,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.5,2603:28.8413610,2602:113.2023050,3012:202,3013:27,3014:20250503134041,3015:13,3016:10,4014:0,2601:0,3019:0
SUBMIT$7318350845392089088$NJ4GBQSAX0000687$REALTIME$TIME:20250503134051,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:218.31,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.3,2603:28.8413340,2602:113.2022930,3012:200,3013:27,3014:20250503134042,3015:13,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318350845396283392$NJ4GBQSAX0000687$REALTIME$TIME:20250503134051,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:218.31,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.4,2603:28.8413080,2602:113.2022810,3012:201,3013:27,3014:20250503134043,3015:13,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318350845400477696$NJ4GBQSAX0000687$REALTIME$TIME:20250503134051,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:218.31,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.4,2603:28.8412810,2602:113.2022680,3012:202,3013:27,3014:20250503134044,3015:13,3016:10,4014:0,2601:0,3019:0
SUBMIT$7318350845408866304$NJ4GBQSAX0000687$REALTIME$TIME:20250503134051,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:218.31,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.4,2603:28.8412550,2602:113.2022560,3012:202,3013:27,3014:20250503134045,3015:13,3016:10,4014:0,2601:0,3019:0
SUBMIT$7318350845413060608$NJ4GBQSAX0000687$REALTIME$TIME:20250503134051,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:218.31,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.4,2603:28.8412280,2602:113.2022440,3012:202,3013:27,3014:20250503134046,3015:13,3016:10,4014:0,2601:0,3019:0
SUBMIT$7318350845417254912$NJ4GBQSAX0000687$REALTIME$TIME:20250503134051,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:218.31,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.4,2603:28.8411750,2602:113.2022180,3012:202,3013:27,3014:20250503134048,3015:13,3016:10,4014:0,2601:0,3019:0
SUBMIT$7318350845421449216$NJ4GBQSAX0000687$REALTIME$TIME:20250503134051,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:218.31,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.6,2603:28.8411480,2602:113.2022060,3012:202,3013:27,3014:20250503134049,3015:14,3016:10,4014:0,2601:0,3019:0
SUBMIT$7318350889717485568$NJ4GBQSAX0000687$REALTIME$TIME:20250503134102,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:218.46,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.4,2603:28.8411210,2602:113.2021940,3012:200,3013:27,3014:20250503134050,3015:14,3016:10,4014:0,2601:0,3019:0
SUBMIT$7318350889721679872$NJ4GBQSAX0000687$REALTIME$TIME:20250503134102,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:218.46,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.4,2603:28.8410940,2602:113.2021820,3012:201,3013:27,3014:20250503134051,3015:14,3016:10,4014:0,2601:0,3019:0
SUBMIT$7318350889725874176$NJ4GBQSAX0000687$REALTIME$TIME:20250503134102,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:218.46,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.4,2603:28.8410670,2602:113.2021700,3012:202,3013:27,3014:20250503134052,3015:14,3016:10,4014:0,2601:0,3019:0
SUBMIT$7318350889730068480$NJ4GBQSAX0000687$REALTIME$TIME:20250503134102,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:218.46,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.6,2603:28.8410410,2602:113.2021570,3012:203,3013:27,3014:20250503134053,3015:14,3016:10,4014:0,2601:0,3019:0
SUBMIT$7318350889734262784$NJ4GBQSAX0000687$REALTIME$TIME:20250503134102,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:218.46,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.4,2603:28.8410140,2602:113.2021430,3012:204,3013:27,3014:20250503134054,3015:14,3016:10,4014:0,2601:0,3019:0
SUBMIT$7318350889738457088$NJ4GBQSAX0000687$REALTIME$TIME:20250503134102,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:218.46,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.4,2603:28.8409880,2602:113.2021300,3012:204,3013:27,3014:20250503134055,3015:15,3016:10,4014:0,2601:0,3019:0
SUBMIT$7318350889742651392$NJ4GBQSAX0000687$REALTIME$TIME:20250503134102,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:218.46,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.4,2603:28.8409610,2602:113.2021170,3012:203,3013:27,3014:20250503134056,3015:15,3016:10,4014:0,2601:0,3019:0
SUBMIT$7318350889746845696$NJ4GBQSAX0000687$REALTIME$TIME:20250503134102,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:218.46,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.3,2603:28.8409350,2602:113.2021050,3012:202,3013:27,3014:20250503134057,3015:15,3016:10,4014:0,2601:0,3019:0
SUBMIT$7318350889751040000$NJ4GBQSAX0000687$REALTIME$TIME:20250503134102,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:218.46,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.3,2603:28.8409080,2602:113.2020930,3012:200,3013:27,3014:20250503134058,3015:15,3016:10,4014:0,2601:0,3019:0
SUBMIT$7318350889755234304$NJ4GBQSAX0000687$REALTIME$TIME:20250503134102,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:218.46,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.3,2603:28.8408810,2602:113.2020820,3012:200,3013:27,3014:20250503134059,3015:15,3016:10,4014:0,2601:0,3019:0
SUBMIT$7318350932918812672$NJ4GBQSAX0000687$REALTIME$TIME:20250503134112,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:218.62,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.5,2603:28.8408540,2602:113.2020710,3012:200,3013:27,3014:20250503134100,3015:15,3016:10,4014:0,2601:0,3019:0
SUBMIT$7318350932923006976$NJ4GBQSAX0000687$REALTIME$TIME:20250503134112,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:218.62,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.4,2603:28.8408270,2602:113.2020600,3012:200,3013:27,3014:20250503134101,3015:15,3016:10,4014:0,2601:0,3019:0
SUBMIT$7318350932927201280$NJ4GBQSAX0000687$REALTIME$TIME:20250503134112,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:218.62,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.5,2603:28.8408000,2602:113.2020470,3012:201,3013:27,3014:20250503134102,3015:15,3016:10,4014:0,2601:0,3019:0
SUBMIT$7318350932931395584$NJ4GBQSAX0000687$REALTIME$TIME:20250503134112,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:218.62,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.5,2603:28.8407740,2602:113.2020340,3012:202,3013:27,3014:20250503134103,3015:15,3016:10,4014:0,2601:0,3019:0
SUBMIT$7318350932935589888$NJ4GBQSAX0000687$REALTIME$TIME:20250503134112,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:218.62,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.4,2603:28.8407470,2602:113.2020210,3012:203,3013:28,3014:20250503134104,3015:15,3016:10,4014:0,2601:0,3019:0
SUBMIT$7318350932939784192$NJ4GBQSAX0000687$REALTIME$TIME:20250503134112,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:218.62,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.3,2603:28.8407210,2602:113.2020090,3012:202,3013:28,3014:20250503134105,3015:15,3016:10,4014:0,2601:0,3019:0
SUBMIT$7318350932943978496$NJ4GBQSAX0000687$REALTIME$TIME:20250503134112,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:218.62,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.4,2603:28.8406940,2602:113.2019960,3012:202,3013:28,3014:20250503134106,3015:16,3016:10,4014:0,2601:0,3019:0
SUBMIT$7318350932948172800$NJ4GBQSAX0000687$REALTIME$TIME:20250503134112,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:218.62,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.5,2603:28.8406670,2602:113.2019840,3012:202,3013:28,3014:20250503134107,3015:16,3016:10,4014:0,2601:0,3019:0
SUBMIT$7318350932952367104$NJ4GBQSAX0000687$REALTIME$TIME:20250503134112,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:218.62,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.4,2603:28.8406410,2602:113.2019710,3012:202,3013:28,3014:20250503134108,3015:16,3016:10,4014:0,2601:0,3019:0
SUBMIT$7318350932956561408$NJ4GBQSAX0000687$REALTIME$TIME:20250503134112,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:218.62,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.4,2603:28.8406140,2602:113.2019590,3012:202,3013:28,3014:20250503134109,3015:16,3016:10,4014:0,2601:0,3019:0
SUBMIT$7318350977713999872$NJ4GBQSAX0000687$REALTIME$TIME:20250503134123,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:218.77,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.4,2603:28.8405870,2602:113.2019470,3012:202,3013:28,3014:20250503134110,3015:16,3016:10,4014:0,2601:0,3019:0
SUBMIT$7318350977718194176$NJ4GBQSAX0000687$REALTIME$TIME:20250503134123,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:218.77,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.6,2603:28.8405610,2602:113.2019340,3012:203,3013:28,3014:20250503134111,3015:16,3016:10,4014:0,2601:0,3019:0
SUBMIT$7318350977722388480$NJ4GBQSAX0000687$REALTIME$TIME:20250503134123,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:218.77,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.5,2603:28.8405340,2602:113.2019210,3012:203,3013:28,3014:20250503134112,3015:16,3016:10,4014:0,2601:0,3019:0
SUBMIT$7318350977726582784$NJ4GBQSAX0000687$REALTIME$TIME:20250503134123,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:218.77,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.4,2603:28.8405070,2602:113.2019090,3012:202,3013:28,3014:20250503134113,3015:16,3016:10,4014:0,2601:0,3019:0
SUBMIT$7318350977734971392$NJ4GBQSAX0000687$REALTIME$TIME:20250503134123,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:218.77,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.5,2603:28.8404800,2602:113.2018960,3012:202,3013:28,3014:20250503134114,3015:16,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318350977739165696$NJ4GBQSAX0000687$REALTIME$TIME:20250503134123,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:218.77,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.3,2603:28.8404280,2602:113.2018710,3012:202,3013:28,3014:20250503134116,3015:16,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318350977743360000$NJ4GBQSAX0000687$REALTIME$TIME:20250503134123,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:218.77,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.5,2603:28.8404010,2602:113.2018580,3012:203,3013:28,3014:20250503134117,3015:16,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318350977747554304$NJ4GBQSAX0000687$REALTIME$TIME:20250503134123,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:218.77,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.6,2603:28.8403750,2602:113.2018450,3012:203,3013:28,3014:20250503134118,3015:16,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318350977751748608$NJ4GBQSAX0000687$REALTIME$TIME:20250503134123,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:218.77,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.3,2603:28.8403480,2602:113.2018320,3012:203,3013:28,3014:20250503134119,3015:16,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318351044218880000$NJ4GBQSAX0000687$REALTIME$TIME:20250503134138,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:218.93,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.5,2603:28.8403220,2602:113.2018190,3012:203,3013:28,3014:20250503134120,3015:16,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318351044223074304$NJ4GBQSAX0000687$REALTIME$TIME:20250503134138,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:218.93,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.5,2603:28.8402690,2602:113.2017920,3012:204,3013:28,3014:20250503134122,3015:16,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318351044227268608$NJ4GBQSAX0000687$REALTIME$TIME:20250503134138,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:218.93,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.4,2603:28.8402430,2602:113.2017780,3012:204,3013:28,3014:20250503134123,3015:16,3016:11,4014:0,2601:0,3019:0
SUBMIT$7318351044235657216$NJ4GBQSAX0000687$REALTIME$TIME:20250503134138,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:218.93,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.3,2603:28.8402170,2602:113.2017640,3012:206,3013:28,3014:20250503134124,3015:16,3016:10,4014:0,2601:0,3019:0
SUBMIT$7318351044239851520$NJ4GBQSAX0000687$REALTIME$TIME:20250503134138,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:218.93,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.4,2603:28.8401650,2602:113.2017370,3012:203,3013:28,3014:20250503134126,3015:16,3016:10,4014:0,2601:0,3019:0
SUBMIT$7318351044244045824$NJ4GBQSAX0000687$REALTIME$TIME:20250503134138,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:218.93,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.6,2603:28.8401380,2602:113.2017230,3012:205,3013:28,3014:20250503134127,3015:16,3016:10,4014:0,2601:0,3019:0
SUBMIT$7318351044248240128$NJ4GBQSAX0000687$REALTIME$TIME:20250503134138,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:218.93,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.6,2603:28.8401130,2602:113.2017070,3012:208,3013:28,3014:20250503134128,3015:16,3016:10,4014:0,2601:0,3019:0
SUBMIT$7318351044252434432$NJ4GBQSAX0000687$REALTIME$TIME:20250503134138,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:218.93,4033:1876,4040:0,4041:0,4043:0,4044:1,2204:11.5,2603:28.8400880,2602:113.2016890,3012:211,3013:28,3014:20250503134129,3015:16,3016:10,4014:0,2601:0,3019:0
SUBMIT$7318351065773400064$NJ4GBQSAX0000687$REALTIME$TIME:20250503134144,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:219.07,4033:1877,4040:0,4041:0,4043:0,4044:1,2204:11.5,2603:28.8400630,2602:113.2016720,3012:212,3013:27,3014:20250503134130,3015:16,3016:10,4014:0,2601:0,3019:0
SUBMIT$7318351065777594368$NJ4GBQSAX0000687$REALTIME$TIME:20250503134144,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:219.07,4033:1877,4040:0,4041:0,4043:0,4044:1,2204:11.4,2603:28.8400390,2602:113.2016540,3012:213,3013:27,3014:20250503134131,3015:16,3016:10,4014:0,2601:0,3019:0
SUBMIT$7318351065781788672$NJ4GBQSAX0000687$REALTIME$TIME:20250503134144,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:219.07,4033:1877,4040:0,4041:0,4043:0,4044:1,2204:11.4,2603:28.8399920,2602:113.2016170,3012:213,3013:27,3014:20250503134133,3015:16,3016:10,4014:0,2601:0,3019:0
SUBMIT$7318351065790177280$NJ4GBQSAX0000687$REALTIME$TIME:20250503134144,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:219.07,4033:1877,4040:0,4041:0,4043:0,4044:1,2204:11.3,2603:28.8399680,2602:113.2015990,3012:213,3013:27,3014:20250503134134,3015:16,3016:10,4014:0,2601:0,3019:0
SUBMIT$7318351065794371584$NJ4GBQSAX0000687$REALTIME$TIME:20250503134144,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:219.07,4033:1877,4040:0,4041:0,4043:0,4044:1,2204:11.7,2603:28.8399210,2602:113.2015600,3012:217,3013:27,3014:20250503134136,3015:16,3016:10,4014:0,2601:0,3019:0
