SUBMIT$7385323754907656192$EC73BD2506050018$REALTIME$TIME:20251104090717,gw:farm,3004:55,4042:1,4030:1,4031:0,4032:0.20,4033:6,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,2603:22.54082890,2602:107.79342390,2204:0,3012:80,3013:96,3014:20251104090717,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:1,4404:5,4040:0,4041:0,4043:0,4044:1
SUBMIT$7385324003982200832$EC73BD2506050018$REALTIME$TIME:20251104090816,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.01,4033:0,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2,2603:22.54082913,2602:107.79336281,3012:271,3013:96,3014:20251104090816,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324046311124992$EC73BD2506050018$REALTIME$TIME:20251104090826,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.04,4033:1,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2,2603:22.54082905,2602:107.79335726,3012:269,3013:96,3014:20251104090817,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324046315319296$EC73BD2506050018$REALTIME$TIME:20251104090826,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.04,4033:1,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:1.9,2603:22.54082905,2602:107.79335170,3012:269,3013:96,3014:20251104090818,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324046319513600$EC73BD2506050018$REALTIME$TIME:20251104090826,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.04,4033:1,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2,2603:22.54082903,2602:107.79334613,3012:271,3013:96,3014:20251104090819,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324046323707904$EC73BD2506050018$REALTIME$TIME:20251104090826,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.04,4033:1,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2,2603:22.54082898,2602:107.79334061,3012:270,3013:96,3014:20251104090820,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324046327902208$EC73BD2506050018$REALTIME$TIME:20251104090826,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.04,4033:1,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2,2603:22.54082903,2602:107.79333508,3012:270,3013:96,3014:20251104090821,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324046332096512$EC73BD2506050018$REALTIME$TIME:20251104090826,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.04,4033:1,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2,2603:22.54082906,2602:107.79332958,3012:270,3013:96,3014:20251104090822,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324046336290816$EC73BD2506050018$REALTIME$TIME:20251104090826,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.04,4033:1,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2,2603:22.54082908,2602:107.79332400,3012:271,3013:96,3014:20251104090823,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324046340485120$EC73BD2506050018$REALTIME$TIME:20251104090826,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.04,4033:1,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2,2603:22.54082906,2602:107.79331845,3012:270,3013:96,3014:20251104090824,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324046344679424$EC73BD2506050018$REALTIME$TIME:20251104090826,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.04,4033:1,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:1.9,2603:22.54082908,2602:107.79331288,3012:269,3013:96,3014:20251104090825,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324046348873728$EC73BD2506050018$REALTIME$TIME:20251104090826,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.04,4033:1,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2,2603:22.54082908,2602:107.79330730,3012:271,3013:96,3014:20251104090826,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324088585498624$EC73BD2506050018$REALTIME$TIME:20251104090837,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.06,4033:1,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2,2603:22.54082911,2602:107.79330181,3012:270,3013:96,3014:20251104090827,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324088589692928$EC73BD2506050018$REALTIME$TIME:20251104090837,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.06,4033:1,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2,2603:22.54082916,2602:107.79329623,3012:270,3013:95,3014:20251104090828,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324088593887232$EC73BD2506050018$REALTIME$TIME:20251104090837,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.06,4033:1,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2,2603:22.54082910,2602:107.79329073,3012:269,3013:96,3014:20251104090829,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324088598081536$EC73BD2506050018$REALTIME$TIME:20251104090837,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.06,4033:1,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2,2603:22.54082916,2602:107.79328518,3012:272,3013:96,3014:20251104090830,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324088602275840$EC73BD2506050018$REALTIME$TIME:20251104090837,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.06,4033:1,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2,2603:22.54082915,2602:107.79327966,3012:271,3013:96,3014:20251104090831,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324088606470144$EC73BD2506050018$REALTIME$TIME:20251104090837,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.06,4033:1,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2,2603:22.54082916,2602:107.79327413,3012:269,3013:95,3014:20251104090832,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324088610664448$EC73BD2506050018$REALTIME$TIME:20251104090837,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.06,4033:1,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2,2603:22.54082915,2602:107.79326855,3012:272,3013:96,3014:20251104090833,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324088614858752$EC73BD2506050018$REALTIME$TIME:20251104090837,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.06,4033:1,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2.1,2603:22.54082913,2602:107.79326303,3012:269,3013:95,3014:20251104090834,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324088619053056$EC73BD2506050018$REALTIME$TIME:20251104090837,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.06,4033:1,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2,2603:22.54082913,2602:107.79325746,3012:271,3013:96,3014:20251104090835,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324088623247360$EC73BD2506050018$REALTIME$TIME:20251104090837,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.06,4033:1,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2,2603:22.54082915,2602:107.79325193,3012:270,3013:96,3014:20251104090836,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324130666954752$EC73BD2506050018$REALTIME$TIME:20251104090847,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.09,4033:1,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2,2603:22.54082915,2602:107.79324631,3012:269,3013:96,3014:20251104090837,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324130671149056$EC73BD2506050018$REALTIME$TIME:20251104090847,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.09,4033:1,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2,2603:22.54082915,2602:107.79324083,3012:270,3013:96,3014:20251104090838,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324130675343360$EC73BD2506050018$REALTIME$TIME:20251104090847,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.09,4033:1,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2,2603:22.54082913,2602:107.79323530,3012:270,3013:96,3014:20251104090839,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324130679537664$EC73BD2506050018$REALTIME$TIME:20251104090847,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.09,4033:1,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2,2603:22.54082916,2602:107.79322976,3012:268,3013:96,3014:20251104090840,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324130683731968$EC73BD2506050018$REALTIME$TIME:20251104090847,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.09,4033:1,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:1.9,2603:22.54082925,2602:107.79322420,3012:272,3013:96,3014:20251104090841,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324130687926272$EC73BD2506050018$REALTIME$TIME:20251104090847,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.09,4033:1,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2.1,2603:22.54082928,2602:107.79321863,3012:271,3013:96,3014:20251104090842,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324130692120576$EC73BD2506050018$REALTIME$TIME:20251104090847,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.09,4033:1,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2,2603:22.54082928,2602:107.79321308,3012:270,3013:96,3014:20251104090843,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324130696314880$EC73BD2506050018$REALTIME$TIME:20251104090847,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.09,4033:1,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2,2603:22.54082931,2602:107.79320746,3012:271,3013:96,3014:20251104090844,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324130700509184$EC73BD2506050018$REALTIME$TIME:20251104090847,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.09,4033:1,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2,2603:22.54082928,2602:107.79320191,3012:271,3013:96,3014:20251104090845,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324130704703488$EC73BD2506050018$REALTIME$TIME:20251104090847,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.09,4033:1,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2,2603:22.54082935,2602:107.79319633,3012:273,3013:96,3014:20251104090846,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324173100752896$EC73BD2506050018$REALTIME$TIME:20251104090857,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.12,4033:1,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2,2603:22.54082933,2602:107.79319076,3012:271,3013:96,3014:20251104090847,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324173104947200$EC73BD2506050018$REALTIME$TIME:20251104090857,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.12,4033:1,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2,2603:22.54082938,2602:107.79318533,3012:271,3013:96,3014:20251104090848,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324173109141504$EC73BD2506050018$REALTIME$TIME:20251104090857,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.12,4033:1,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2,2603:22.54082936,2602:107.79317981,3012:271,3013:96,3014:20251104090849,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324173113335808$EC73BD2506050018$REALTIME$TIME:20251104090857,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.12,4033:1,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2,2603:22.54082946,2602:107.79317428,3012:271,3013:96,3014:20251104090850,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324173117530112$EC73BD2506050018$REALTIME$TIME:20251104090857,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.12,4033:1,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2,2603:22.54082941,2602:107.79316876,3012:272,3013:96,3014:20251104090851,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324173121724416$EC73BD2506050018$REALTIME$TIME:20251104090857,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.12,4033:1,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2,2603:22.54082945,2602:107.79316319,3012:271,3013:96,3014:20251104090852,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324173125918720$EC73BD2506050018$REALTIME$TIME:20251104090857,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.12,4033:1,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2,2603:22.54082946,2602:107.79315761,3012:269,3013:96,3014:20251104090853,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324173130113024$EC73BD2506050018$REALTIME$TIME:20251104090857,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.12,4033:1,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2.1,2603:22.54082941,2602:107.79315198,3012:269,3013:96,3014:20251104090854,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324173134307328$EC73BD2506050018$REALTIME$TIME:20251104090857,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.12,4033:1,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2,2603:22.54082941,2602:107.79314641,3012:269,3013:96,3014:20251104090855,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324173138501632$EC73BD2506050018$REALTIME$TIME:20251104090857,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.12,4033:1,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:1.9,2603:22.54082943,2602:107.79314086,3012:268,3013:96,3014:20251104090856,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324215303819264$EC73BD2506050018$REALTIME$TIME:20251104090907,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.14,4033:1,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2,2603:22.54082940,2602:107.79313535,3012:269,3013:96,3014:20251104090857,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324215308013568$EC73BD2506050018$REALTIME$TIME:20251104090907,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.14,4033:1,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2,2603:22.54082940,2602:107.79312980,3012:266,3013:96,3014:20251104090858,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324215312207872$EC73BD2506050018$REALTIME$TIME:20251104090907,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.14,4033:1,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2,2603:22.54082948,2602:107.79312430,3012:271,3013:96,3014:20251104090859,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324215316402176$EC73BD2506050018$REALTIME$TIME:20251104090907,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.14,4033:1,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:1.9,2603:22.54082943,2602:107.79311878,3012:268,3013:96,3014:20251104090900,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324215320596480$EC73BD2506050018$REALTIME$TIME:20251104090907,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.14,4033:1,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2,2603:22.54082941,2602:107.79311318,3012:270,3013:96,3014:20251104090901,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324215328985088$EC73BD2506050018$REALTIME$TIME:20251104090907,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.14,4033:1,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2,2603:22.54082955,2602:107.79310208,3012:268,3013:96,3014:20251104090903,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324215333179392$EC73BD2506050018$REALTIME$TIME:20251104090907,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.14,4033:1,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2.1,2603:22.54082946,2602:107.79309091,3012:270,3013:96,3014:20251104090905,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324215337373696$EC73BD2506050018$REALTIME$TIME:20251104090907,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.14,4033:1,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2.1,2603:22.54082946,2602:107.79309091,3012:267,3013:96,3014:20251104090906,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324215341568000$EC73BD2506050018$REALTIME$TIME:20251104090907,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.14,4033:1,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2.1,2603:22.54082955,2602:107.79307986,3012:270,3013:96,3014:20251104090907,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324257418846208$EC73BD2506050018$REALTIME$TIME:20251104090917,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.16,4033:2,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:1.9,2603:22.54082955,2602:107.79307430,3012:270,3013:96,3014:20251104090908,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324257423040512$EC73BD2506050018$REALTIME$TIME:20251104090917,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.16,4033:2,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2,2603:22.54082953,2602:107.79306873,3012:269,3013:95,3014:20251104090909,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324257427234816$EC73BD2506050018$REALTIME$TIME:20251104090917,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.16,4033:2,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2.1,2603:22.54082956,2602:107.79306316,3012:268,3013:96,3014:20251104090910,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324257431429120$EC73BD2506050018$REALTIME$TIME:20251104090917,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.16,4033:2,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2,2603:22.54082953,2602:107.79305764,3012:269,3013:96,3014:20251104090911,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324257435623424$EC73BD2506050018$REALTIME$TIME:20251104090917,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.16,4033:2,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2,2603:22.54082955,2602:107.79305211,3012:273,3013:96,3014:20251104090912,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324257439817728$EC73BD2506050018$REALTIME$TIME:20251104090917,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.16,4033:2,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:1.9,2603:22.54082956,2602:107.79304653,3012:269,3013:95,3014:20251104090913,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324257444012032$EC73BD2506050018$REALTIME$TIME:20251104090917,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.16,4033:2,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:1.9,2603:22.54082960,2602:107.79304106,3012:268,3013:96,3014:20251104090914,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324257452400640$EC73BD2506050018$REALTIME$TIME:20251104090917,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.16,4033:2,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2,2603:22.54082958,2602:107.79303556,3012:274,3013:95,3014:20251104090915,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385324257456594944$EC73BD2506050018$REALTIME$TIME:20251104090917,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.16,4033:2,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2,2603:22.54082961,2602:107.79302450,3012:269,3013:95,3014:20251104090917,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
